License Number,DBA,Firm Name,Address,City,State,Zip Code,Business Type,Map Point
10686,Varieties International,,2523 17TH ST,SANTA MONICA,CA,90405,Clothing / Accessories,"2523 17TH ST
SANTA MONICA, CA 90405-2634
(34.012974, -118.467374)"
127750,Planet Blue,"Ling-Su Chinn, Inc.",2940 MAIN ST,SANTA MONICA,CA,90405,Clothing / Accessories,"2940 MAIN ST
SANTA MONICA, CA 90405
(33.998739, -118.480307)"
210243,MINNIE T'S,,1624 OCEAN PARK BLVD,SANTA MONICA,CA,90405,Clothing / Accessories,"1624 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4822
(34.011893, -118.467831)"
154904,YogaRat,,2703 PICO BLVD,SANTA MONICA,CA,90405,Clothing / Accessories,"2703 PICO BLVD
SANTA MONICA, CA 90405-1917
(34.02379, -118.461481)"
137796,Bumble Bee Shoes Collection,,2651 MAIN ST,SANTA MONICA,CA,90405,Clothing / Accessories,"2651 MAIN ST
SANTA MONICA, CA 90405
(34.00146214100005, -118.48300909699998)"
96714,Bryan Walker,,2921 MAIN ST,SANTA MONICA,CA,90405,Clothing / Accessories,"2921 MAIN ST
SANTA MONICA, CA 90405
(33.99902969200008, -118.480555445)"
154669,Theswimguy,H & H Jobbing Inc,3316 PICO BLVD,SANTA MONICA,CA,90405,Clothing / Accessories,"3316 PICO BLVD
SANTA MONICA, CA 90405
(34.026938, -118.455148)"
110057,Santa Monica Yoga,,1642 OCEAN PARK BLVD,SANTA MONICA,CA,90405,Clothing / Accessories,"1642 OCEAN PARK BLVD
SANTA MONICA, CA 90405
(34.011915541000064, -118.46774263699996)"
142546,Artesanias Oaxaquenas LLC,,2919 PICO BLVD,SANTA MONICA,CA,90405,Clothing / Accessories,"2919 PICO BLVD
SANTA MONICA, CA 90405
(34.02495236800007, -118.45925138499996)"
164963,Streetcraft LA,SBCC,2912 MAIN ST,SANTA MONICA,CA,90405,Clothing / Accessories,"2912 MAIN ST
SANTA MONICA, CA 90405
(33.99924728900004, -118.48086299899995)"
217738,Make Believe Inc,,3240 PICO BLVD,SANTA MONICA,CA,90405,Clothing Design,"3240 PICO BLVD
SANTA MONICA, CA 90405-2114
(34.026543, -118.455936)"
210617,LOCAL COFFEE & MARKET,,2214 PICO BLVD,SANTA MONICA,CA,90405,Coffee,"2214 PICO BLVD
SANTA MONICA, CA 90405-1720
(34.02060174500008, -118.46728053499999)"
107345,The Coffee Bean & Tea Leaf #56,,3150 OCEAN PARK BLVD,SANTA MONICA,CA,90405,Coffee House,"3150 OCEAN PARK BLVD
SANTA MONICA, CA 90405-3032
(34.020645, -118.452615)"
145523,Caffe Cielo,,3101 MAIN ST,SANTA MONICA,CA,90405,Coffee House,"3101 MAIN ST
SANTA MONICA, CA 90405-5347
(33.997906, -118.479471)"
214128,Love Coffee Bar,Love Observed LLC,1732 OCEAN PARK BLVD,SANTA MONICA,CA,90405,Coffee House,"1732 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4902
(34.01300034800005, -118.46586394199994)"
157875,Dogtown Coffee,,2003 MAIN ST,SANTA MONICA,CA,90405,Coffee House,"2003 MAIN ST
SANTA MONICA, CA 90405-1021
(34.00701153000006, -118.48876820099997)"
156796,Cafe Bolivar,,1741 OCEAN PARK BLVD,SANTA MONICA,CA,90405,Coffee House,"1741 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4901
(34.01309, -118.465772)"
213732,Boba Lab,Boba Lab LLC,711 PICO BLVD,SANTA MONICA,CA,90405,Coffee House,"711 PICO BLVD
SANTA MONICA, CA 90405-1226
(34.011763, -118.484052)"
218030,Starbucks Coffee #23517,Starbucks Corporation,2727 PICO BLVD,SANTA MONICA,CA,90405,Coffee House,"2727 PICO BLVD
SANTA MONICA, CA 90405-1917
(34.024173, -118.460777)"
159267,Groundwork Coffee LLC,,2908 MAIN ST,SANTA MONICA,CA,90405,Coffee House,"2908 MAIN ST
SANTA MONICA, CA 90405
(33.99935922700007, -118.48097992799995)"
101350,The Coffee Bean & Tea Leaf L L C #25,,2901 MAIN ST,SANTA MONICA,CA,90405,Coffee Store,"2901 MAIN ST
SANTA MONICA, CA 90405-5315
(33.999406, -118.480969)"
65723,Starbucks Coffee 506,Starbucks Coffee Co Corp,2671 MAIN ST,SANTA MONICA,CA,90405,Coffee Store,"2671 MAIN ST
SANTA MONICA, CA 90405
(34.001162, -118.48273)"
101259,Starbucks Coffee #5667,,3030 LINCOLN BLVD,SANTA MONICA,CA,90405,Coffee Store,"3030 LINCOLN BLVD
SANTA MONICA, CA 90405
(34.003659, -118.471915)"
212581,Bulletproof Digital Inc,Bulletproof Nutrition Inc,3110 MAIN ST #116,SANTA MONICA,CA,90405,Coffee Store,"3110 MAIN ST #116
SANTA MONICA, CA 90405-5353
(33.997676, -118.479233)"
97488,Peets Coffee & Tea Inc,,2439 MAIN ST,SANTA MONICA,CA,90405,Coffee Store,"2439 MAIN ST
SANTA MONICA, CA 90405
(34.00341931200006, -118.48499240099994)"
97256,Starbucks Coffee 5493,Starbucks Corporation,2901 OCEAN PARK BLVD,SANTA MONICA,CA,90405,Coffee Store,"2901 OCEAN PARK BLVD
SANTA MONICA, CA 90405-2919
(34.01981, -118.454281)"
127707,Southern Cal Computer Works,,2204 LINCOLN BLVD #B,SANTA MONICA,CA,90405,Computer Repair,"2204 LINCOLN BLVD #B
SANTA MONICA, CA 90405-1321
(34.010187219000045, -118.48040724399999)"
153954,Greens Up Montana LLC,,3101 MAIN ST #B,SANTA MONICA,CA,90405,Consumer Products,"3101 MAIN ST #B
SANTA MONICA, CA 90405-5347
(33.997906, -118.479471)"
107468,Shoop's Delicatessen,,2400 MAIN ST #A-1,SANTA MONICA,CA,90405,Delicatessen,"2400 MAIN ST #A-1
SANTA MONICA, CA 90405-6516
(34.00398767000007, -118.48566100399995)"
210295,Carvery Kitchen,VIR GROUP LLC,3101 OCEAN PARK BLVD #105,SANTA MONICA,CA,90405,Delicatessen,"3101 OCEAN PARK BLVD #105
SANTA MONICA, CA 90405-3054
(34.020714, -118.452728)"
161276,Subway,Bastian Restaurant Group LLC,2635 LINCOLN BLVD,SANTA MONICA,CA,90405,Delicatessen,"2635 LINCOLN BLVD
SANTA MONICA, CA 90405-4619
(34.00638880200006, -118.47551109699998)"
140595,Roya Elyaszadeh Levi DDS Dental Corp,,2409 MAIN ST,SANTA MONICA,CA,90405,Dentist,"2409 MAIN ST
SANTA MONICA, CA 90405
(34.003919265000036, -118.48550501799997)"
155277,E Benji Dehroozan DDS Inc,,2221 LINCOLN BLVD #200,SANTA MONICA,CA,90405,Dentist,"2221 LINCOLN BLVD #200
SANTA MONICA, CA 90405-1320
(34.009719, -118.479781)"
156991,William W Chan DDS Inc,,1746 OCEAN PARK BLVD 1ST FLR,SANTA MONICA,CA,90405,Dentist,"1746 OCEAN PARK BLVD 1ST FLR
SANTA MONICA, CA 90405-4950
(34.013162, -118.465651)"
67383,Gail T Sakamoto D D S,,3019 OCEAN PARK BLVD,SANTA MONICA,CA,90405,Dentist,"3019 OCEAN PARK BLVD
SANTA MONICA, CA 90405-3004
(34.02026484700008, -118.45355805999998)"
137721,Sawsan Boutros DDS,,216 PICO BLVD,SANTA MONICA,CA,90405,Dentist,"216 PICO BLVD
SANTA MONICA, CA 90405-1078
(34.008319, -118.489141)"
87367,Toothking Dentistry,,2617 LINCOLN BLVD #207,SANTA MONICA,CA,90405,Dentist,"2617 LINCOLN BLVD #207
SANTA MONICA, CA 90405-4600
(34.006492997000066, -118.47564458299996)"
96956,Lilly Koeff Kay D D S,,3435 OCEAN PARK BLVD #205,SANTA MONICA,CA,90405,Dentist,"3435 OCEAN PARK BLVD #205
SANTA MONICA, CA 90405-3301
(34.02281734300004, -118.44922239099998)"
156520,Alireza Panahpour DDS Inc,,2701 OCEAN PARK BLVD #108,SANTA MONICA,CA,90405,Dentist,"2701 OCEAN PARK BLVD #108
SANTA MONICA, CA 90405-5200
(34.018253, -118.456965)"
86520,Gordon T Gardner D D S,,1746 OCEAN PARK BLVD 1ST FL,SANTA MONICA,CA,90405,Dentist,"1746 OCEAN PARK BLVD 1ST FL
SANTA MONICA, CA 90405-4950
(34.013159, -118.465656)"
130069,DONUT KING,LINCOLN DONUT LLC,1912 LINCOLN BLVD,SANTA MONICA,CA,90405,Donut Shop,"1912 LINCOLN BLVD
SANTA MONICA, CA 90405-1315
(34.012087834000056, -118.48272789499998)"
7199,Rite Aid #5490,Thrifty Payless Inc,2412 PICO BLVD,SANTA MONICA,CA,90405,Drug Store,"2412 PICO BLVD
SANTA MONICA, CA 90405
(34.02227, -118.464132)"
166782,Walgreens #12720,Walgreen Co,1911 LINCOLN BLVD,SANTA MONICA,CA,90405,Drug Store,"1911 LINCOLN BLVD
SANTA MONICA, CA 90405-1314
(34.011894, -118.482478)"
92499,Fi's Pool Inc,,3300 AIRPORT AVE #2,SANTA MONICA,CA,90405,Entertainment,"3300 AIRPORT AVE #2
SANTA MONICA, CA 90405-6130
(34.015956, -118.446141)"
45821,King & Company,Kramer Heller & King,632 PACIFIC ST #1,SANTA MONICA,CA,90405,Entertainment,"632 PACIFIC ST #1
SANTA MONICA, CA 90405-2462
(34.009325, -118.482404)"
165561,Fleurs Du Jour,Tomblin Enterprises Inc,2525 MAIN ST #105,SANTA MONICA,CA,90405,Florist,"2525 MAIN ST #105
SANTA MONICA, CA 90405
(34.002639730000055, -118.48421281999998)"
78595,Colors In Bloom,,171 PIER AVE #243,SANTA MONICA,CA,90405,Florist,"171 PIER AVE #243
SANTA MONICA, CA 90405-5311
(33.99841242900004, -118.48033907599995)"
159031,USA Station #63248,Tesoro Refining & Marketing Company LLC,2555 LINCOLN BLVD,SANTA MONICA,CA,90405,Gas Station,"2555 LINCOLN BLVD
SANTA MONICA, CA 90405-3803
(34.007073, -118.476501)"
62033,Santa Monica Unocal,Pouldar Oil Inc,1944 PICO BLVD,SANTA MONICA,CA,90405,Gas Station,"1944 PICO BLVD
SANTA MONICA, CA 90405
(34.019329, -118.469785)"
10378,Eds Airport Service Inc,,3127 OCEAN PARK BLVD,SANTA MONICA,CA,90405,Gas Station & Auto Repair,"3127 OCEAN PARK BLVD
SANTA MONICA, CA 90405-3005
(34.020904, -118.452397)"
136343,Pico Chevron,Supercharged Inc,1348 PICO BLVD,SANTA MONICA,CA,90405,Gas Station & Mini Market,"1348 PICO BLVD
SANTA MONICA, CA 90405
(34.01580574500008, -118.476295903)"
142302,Arco #82970,Miramar Enterprises Inc,332 PICO BLVD,SANTA MONICA,CA,90405,Gas Station & Mini Market,"332 PICO BLVD
SANTA MONICA, CA 90405-1108
(34.00943708300008, -118.48751336599997)"
128704,Lincoln 76,,2120 LINCOLN BLVD,SANTA MONICA,CA,90405,Gas Station & Mini Market,"2120 LINCOLN BLVD
SANTA MONICA, CA 90405-1319
(34.01049718300004, -118.480787497)"
70406,99C Only Stores #35,99 Cents Only Stores,2801 PICO BLVD,SANTA MONICA,CA,90405,General Merchandise,"2801 PICO BLVD
SANTA MONICA, CA 90405-1919
(34.02438, -118.460387)"
156634,Fresh Juice LLC,,2727 MAIN ST #B,SANTA MONICA,CA,90405,General Merchandise,"2727 MAIN ST #B
SANTA MONICA, CA 90405-4064
(34.00030179300006, -118.481848749)"
219176,OpenHouse,Partners Trust,1728 OCEAN PARK BLVD,SANTA MONICA,CA,90405,General Merchandise,"1728 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4902
(34.012975, -118.465964)"
42502,Hair Research & Design,,3021 OCEAN PARK BLVD #7,SANTA MONICA,CA,90405,General Merchandise,"3021 OCEAN PARK BLVD #7
SANTA MONICA, CA 90405-3050
(34.020246, -118.453536)"
218158,Massi,Kjaro Luna LLC,3110 MAIN ST THE ANNEX,SANTA MONICA,CA,90405,General Merchandise,"3110 MAIN ST THE ANNEX
SANTA MONICA, CA 90405-5354
"
217158,"Eazy Deals, LLC",,2428 MAIN ST,SANTA MONICA,CA,90405,"Gifts, Handicrafts","2428 MAIN ST
SANTA MONICA, CA 90405-3516
(34.003736, -118.485337)"
62337,Shes The One,,1726 OCEAN PARK BLVD,SANTA MONICA,CA,90405,"Gifts, Handicrafts","1726 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4902
(34.012922, -118.466053)"
105933,Shutters On The Beach,,1 PICO BLVD,SANTA MONICA,CA,90405,"Gifts, Handicrafts","1 PICO BLVD
SANTA MONICA, CA 90405
(34.00685482000006, -118.49134585599995)"
116484,Arts & Letters,Oppenheim Enterprises Inc,2665 MAIN ST #C,SANTA MONICA,CA,90405,"Gifts, Handicrafts","2665 MAIN ST #C
SANTA MONICA, CA 90405
(34.00117518400003, -118.48270841899995)"
60199,Cocoon Trading,,151 FRASER AVE,SANTA MONICA,CA,90405,"Gifts, Handicrafts","151 FRASER AVE
SANTA MONICA, CA 90405-3502
(34.002117, -118.485403)"
72986,Clouds,,2719 MAIN ST,SANTA MONICA,CA,90405,"Gifts, Handicrafts","2719 MAIN ST
SANTA MONICA, CA 90405
(34.00057142700007, -118.48210801199997)"
105636,Hotel Casa Del Mar,,1910 OCEAN WAY,SANTA MONICA,CA,90405,"Gifts, Handicrafts","1910 OCEAN WAY
SANTA MONICA, CA 90405-1083
(34.00654024700003, -118.49100132299998)"
214158,Blinkbar,FLUTTER MONTANA AVE LLC,1706 OCEAN PARK BLVD,SANTA MONICA,CA,90405,"Gifts, Handicrafts","1706 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4902
(34.01266, -118.466491)"
127944,Pilot Outfitters,,3021 AIRPORT AVE #115,SANTA MONICA,CA,90405,"Gifts, Handicrafts","3021 AIRPORT AVE #115
SANTA MONICA, CA 90405-6117
(34.01406180300006, -118.44980892299998)"
147681,Goods,K And I Design Studio LLC,1748 OCEAN PARK BLVD,SANTA MONICA,CA,90405,"Gifts, Handicrafts","1748 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4950
(34.013183, -118.465616)"
99850,Trader Joe's #6,,3212 PICO BLVD,SANTA MONICA,CA,90405,"Grocery, Food Products","3212 PICO BLVD
SANTA MONICA, CA 90405-2114
(34.02644114200007, -118.45615455999996)"
89328,Riverfield Export Import Inc,,2501 BEVERLEY AVE #16,SANTA MONICA,CA,90405,"Grocery, Food Products","2501 BEVERLEY AVE #16
SANTA MONICA, CA 90405-3742
(34.00640197300004, -118.48008921499996)"
66305,Reynoso Meat Market,,1711 PICO BLVD,SANTA MONICA,CA,90405,"Grocery, Food Products","1711 PICO BLVD
SANTA MONICA, CA 90405-1625
(34.017841, -118.472547)"
140811,Bobs Market,,1650 OCEAN PARK BLVD,SANTA MONICA,CA,90405,"Grocery, Food Products","1650 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4822
(34.012243, -118.467227)"
143513,Mrs Winstons Green Grocery,,3150 OCEAN PARK BLVD #A,SANTA MONICA,CA,90405,"Grocery, Food Products","3150 OCEAN PARK BLVD #A
SANTA MONICA, CA 90405-3032
(34.020645, -118.452615)"
166623,Primitive Feast,Meatyhead Meals LLC,1326 PICO BLVD,SANTA MONICA,CA,90405,"Grocery, Food Products","1326 PICO BLVD
SANTA MONICA, CA 90405-1565
(34.015544427000066, -118.47678336499996)"
42556,L & K Market,,2127 MAIN ST,SANTA MONICA,CA,90405,"Grocery, Food Products","2127 MAIN ST
SANTA MONICA, CA 90405
(34.00618506700005, -118.48792962999994)"
159688,Treats Frozen Yogurt Bar Inc,,1700 OCEAN PARK BLVD,SANTA MONICA,CA,90405,"Grocery, Food Products","1700 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4902
(34.01261622900006, -118.46651533499994)"
67039,Santa Monica Farms Inc.,,2015 MAIN ST,SANTA MONICA,CA,90405,"Grocery, Food Products","2015 MAIN ST
SANTA MONICA, CA 90405-1021
(34.006739, -118.488474)"
159030,Conico CORO Inc,,2555 LINCOLN BLVD,SANTA MONICA,CA,90405,"Grocery, Food Products","2555 LINCOLN BLVD
SANTA MONICA, CA 90405-3803
(34.007073, -118.476501)"
140455,Beyond O2-Waterhouse,Beyond O2 Inc,2209 MAIN ST #C,SANTA MONICA,CA,90405,"Grocery, Food Products","2209 MAIN ST #C
SANTA MONICA, CA 90405-2272
(34.005353, -118.487078)"
119682,Yummy Foods LLC,,1308 PICO BLVD,SANTA MONICA,CA,90405,"Grocery, Food Products","1308 PICO BLVD
SANTA MONICA, CA 90405
(34.015485, -118.476859)"
219024,Red Shell Foods,Nagatanien RS Foods LLC,2627 LINCOLN BLVD,SANTA MONICA,CA,90405,"Grocery, Food Products","2627 LINCOLN BLVD
SANTA MONICA, CA 90405-4619
(34.006285, -118.475462)"
121777,Budget Center Market,,2331 4TH ST,SANTA MONICA,CA,90405,"Grocery, Food Products","2331 4TH ST
SANTA MONICA, CA 90405-3412
(34.005981, -118.483449)"
120887,Marine Market,,672 MARINE ST,SANTA MONICA,CA,90405,"Grocery, Food Products","672 MARINE ST
SANTA MONICA, CA 90405-5667
(34.002265281000064, -118.473844999)"
212885,Fair Market,,2225 4TH ST,SANTA MONICA,CA,90405,"Grocery, Food Products","2225 4TH ST
SANTA MONICA, CA 90405-2309
(34.007117, -118.484596)"
12743,Bobs Food Mart & Liquors,,1650 OCEAN PARK BLVD,SANTA MONICA,CA,90405,"Grocery, Food Products","1650 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4822
(34.012243, -118.467227)"
157951,Santa Monica's Blue Convenience Store,,1713 PICO BLVD,SANTA MONICA,CA,90405,"Grocery, Food Products","1713 PICO BLVD
SANTA MONICA, CA 90405
(34.01786797500006, -118.47255890999998)"
152690,220 Fitness Concepts,,3002 MAIN ST,SANTA MONICA,CA,90405,Health Club,"3002 MAIN ST
SANTA MONICA, CA 90405
(33.998412, -118.479983)"
92156,24 Hour Fitness Inc #183,,2929 31ST ST,SANTA MONICA,CA,90405,Health Club,"2929 31ST ST
SANTA MONICA, CA 90405-3036
(34.019084, -118.451239)"
154001,Four Hands Healing Foods,,3231 OCEAN PARK BLVD #107,SANTA MONICA,CA,90405,Health Food,"3231 OCEAN PARK BLVD #107
SANTA MONICA, CA 90405-3221
(34.021294, -118.451728)"
218523,Foodstirs,,202 BICKNELL AVE,SANTA MONICA,CA,90405,Health Food,"202 BICKNELL AVE
SANTA MONICA, CA 90405-2317
(34.006586, -118.487816)"
31868,One Life Natural Foods,,3001 MAIN ST,SANTA MONICA,CA,90405,Health Food,"3001 MAIN ST
SANTA MONICA, CA 90405
(33.998236, -118.479809)"
219448,"RAG BAR, LLC",,3213 PICO BLVD,SANTA MONICA,CA,90405,Health Food,"3213 PICO BLVD
SANTA MONICA, CA 90405
(34.026467, -118.456294)"
212922,Sage Naturopathic Medicine,,2128 PICO BLVD,SANTA MONICA,CA,90405,Health Practitioner,"2128 PICO BLVD
SANTA MONICA, CA 90405-1718
(34.020398, -118.467658)"
211168,Shirley Lipner,,2901 OCEAN PARK BLVD #201,SANTA MONICA,CA,90405,Health Practitioner,"2901 OCEAN PARK BLVD #201
SANTA MONICA, CA 90405-2919
(34.01981, -118.454281)"
165388,Myer's Cocktail L A,Gd Luv Naturopathic Med,2128 PICO BLVD,SANTA MONICA,CA,90405,Health Practitioner,"2128 PICO BLVD
SANTA MONICA, CA 90405-1718
(34.020398, -118.467658)"
212473,Ann Marie Nguyen,,2128 PICO BLVD,SANTA MONICA,CA,90405,Health Practitioner,"2128 PICO BLVD
SANTA MONICA, CA 90405-1718
(34.020398, -118.467658)"
8240,Evetts Model Shop,,1636 OCEAN PARK BLVD,SANTA MONICA,CA,90405,Hobby Shop,"1636 OCEAN PARK BLVD
SANTA MONICA, CA 90405-4822
(34.012075, -118.467516)"
211247,Lost & Found,LOST & FOUND SHOP LLC,2000 MAIN ST #A,SANTA MONICA,CA,90405,Home Furnishings,"2000 MAIN ST #A
SANTA MONICA, CA 90405-1098
(34.006793, -118.488529)"
153234,Acapillow,,3030 PICO BLVD,SANTA MONICA,CA,90405,Home Furnishings,"3030 PICO BLVD
SANTA MONICA, CA 90405-2004
(34.025466, -118.458102)"
162444,Livestyle Design LLC,,2408 LINCOLN BLVD,SANTA MONICA,CA,90405,Home Furnishings,"2408 LINCOLN BLVD
SANTA MONICA, CA 90405-3800
(34.00894736400005, -118.47885742499994)"
151989,Novica United Inc,,3250 OCEAN PARK BLVD #300,SANTA MONICA,CA,90405,Home Furnishings,"3250 OCEAN PARK BLVD #300
SANTA MONICA, CA 90405-3208
(34.02127562700008, -118.45150455999999)"
219701,Blossom,Blossom Your Inner Bloom LLC,2823 MAIN ST,SANTA MONICA,CA,90405,Home Furnishings,"2823 MAIN ST
SANTA MONICA, CA 90405-4009
(33.9998, -118.481364)"
211347,Faithful Roots Antiques,,2640 LINCOLN BLVD #1B,SANTA MONICA,CA,90405,Home Furnishings,"2640 LINCOLN BLVD #1B
SANTA MONICA, CA 90405-4620
(34.006253, -118.475417)"
118265,Weego Home Inc,,2939 MAIN ST,SANTA MONICA,CA,90405,Home Furnishings,"2939 MAIN ST
SANTA MONICA, CA 90405-5315
(33.998946482000065, -118.48047368299996)"
123361,Framm & Company LLC,,2667 MAIN ST,SANTA MONICA,CA,90405,Home Furnishings,"2667 MAIN ST
SANTA MONICA, CA 90405
(34.001189, -118.482757)"
152977,Essentia Natural Memory Foam Co Inc,,2430 MAIN ST,SANTA MONICA,CA,90405,Home Furnishings,"2430 MAIN ST
SANTA MONICA, CA 90405
(34.003813, -118.485414)"
217810,Chris & Mary,"Gettobirds, Inc.",2204 1/2 PICO BLVD,SANTA MONICA,CA,90405,Home Furnishings,"2204 1/2 PICO BLVD
SANTA MONICA, CA 90405-1720
(34.020499, -118.467466)"
130712,The Sofa Company,,2316 LINCOLN BLVD,SANTA MONICA,CA,90405,Home Furnishings,"2316 LINCOLN BLVD
SANTA MONICA, CA 90405-2530
(34.00942786500008, -118.47945776399996)"
36471,Holiday Motel,,1102 PICO BLVD,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","1102 PICO BLVD
SANTA MONICA, CA 90405-1418
(34.014265144000035, -118.47919619599998)"
30123,Santa Monica Motel,,2102 LINCOLN BLVD,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","2102 LINCOLN BLVD
SANTA MONICA, CA 90405-1319
(34.010939, -118.481293)"
61216,Pavilions Motel,,2338 OCEAN PARK BLVD,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","2338 OCEAN PARK BLVD
SANTA MONICA, CA 90405-5108
(34.01603620100008, -118.46067441799994)"
141222,Sea Shore Motel,,2637 MAIN ST,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","2637 MAIN ST
SANTA MONICA, CA 90405-4001
(34.001671, -118.483247)"
102765,Casa Del Mar,,1910 OCEAN WAY,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","1910 OCEAN WAY
SANTA MONICA, CA 90405-1083
(34.00654024700003, -118.49100132299998)"
6013,Pico Bundy Hotel Co L L C,Hotel Santa Monica,3102 PICO BLVD,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","3102 PICO BLVD
SANTA MONICA, CA 90405
(34.026148, -118.456723)"
72911,Shutters On The Beach,,1 PICO BLVD,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","1 PICO BLVD
SANTA MONICA, CA 90405
(34.00685482000006, -118.49134585599995)"
164805,The Cottage,The Heidt Family Trust,2219 OCEAN AVE,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","2219 OCEAN AVE
SANTA MONICA, CA 90405-2207
(34.004118, -118.488424)"
25346,Palm Motel,,2020 14TH ST,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","2020 14TH ST
SANTA MONICA, CA 90405-1602
(34.015613, -118.475517)"
8339,Rest Haven Motel,,815 GRANT ST,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","815 GRANT ST
SANTA MONICA, CA 90405-1311
(34.011176, -118.480779)"
116569,Ocean Park Hotel,,2680 32ND ST,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","2680 32ND ST
SANTA MONICA, CA 90405-3105
(34.02134130700006, -118.45224317199995)"
139931,Bayside Hotel,Casa Del Cielo LLC,2001 OCEAN AVE,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","2001 OCEAN AVE
SANTA MONICA, CA 90405-1011
(34.006219, -118.48983)"
139753,Ocean Park Inn,H & F Management Corp,2452 LINCOLN BLVD,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","2452 LINCOLN BLVD
SANTA MONICA, CA 90405-3802
(34.008264, -118.477978)"
152932,Le Meridien Delfina,Blue Devils Lessee LLC,530 PICO BLVD,SANTA MONICA,CA,90405,"Hotel, Motel or Auto Court","530 PICO BLVD
SANTA MONICA, CA 90405
(34.010838, -118.485456)"
152480,Ben & Jerrys Santa Monica,Nordicus Frozen Products Franchise LLC,2441 MAIN ST,SANTA MONICA,CA,90405,Ice Cream / Yogurt Store,"2441 MAIN ST
SANTA MONICA, CA 90405
(34.00340367900003, -118.48497676899996)"
146749,Sunny Blue Inc,,2728 MAIN ST,SANTA MONICA,CA,90405,Ice Cream / Yogurt Store,"2728 MAIN ST
SANTA MONICA, CA 90405
(34.00071908800004, -118.48234009799995)"
164733,Three Twins Ice Cream,Forward Fusion LLC,2726 MAIN ST,SANTA MONICA,CA,90405,Ice Cream / Yogurt Store,"2726 MAIN ST
SANTA MONICA, CA 90405
(34.00073234800004, -118.48235319099996)"
30043,Buds Ice Cream Of SF/Ocean Park Pizza,G W Inc,2727 OCEAN PARK BLVD,SANTA MONICA,CA,90405,Ice Cream / Yogurt Store,"2727 OCEAN PARK BLVD
SANTA MONICA, CA 90405-5205
(34.018863, -118.455896)"
166647,Dolcenero,Tasture LLC,2400 MAIN ST #A3,SANTA MONICA,CA,90405,Ice Cream / Yogurt Store,"2400 MAIN ST #A3
SANTA MONICA, CA 90405-6516
(34.004114, -118.485751)"
215451,Rita's Ice Custard Happiness,Awan Scrub Technology,2307 MAIN ST,SANTA MONICA,CA,90405,Ice Cream / Yogurt Store,"2307 MAIN ST
SANTA MONICA, CA 90405-2219
(34.00465165700007, -118.48636799799999)"
159222,Sweet Rose Creamery,Sugar Cone LP,826 PICO BLVD,SANTA MONICA,CA,90405,Ice Cream / Yogurt Store,"826 PICO BLVD
SANTA MONICA, CA 90405-1325
(34.012673, -118.482134)"
14864,Sparkys Fine Frozen Yogurt,,3110 MAIN ST #112,SANTA MONICA,CA,90405,Ice Cream / Yogurt Store,"3110 MAIN ST #112
SANTA MONICA, CA 90405-5354
(33.997676, -118.479233)"
218464,Baskin Robbins,Novin Food Co,2614 PICO BLVD,SANTA MONICA,CA,90405,Ice Cream / Yogurt Store,"2614 PICO BLVD
SANTA MONICA, CA 90405-1916
(34.023627, -118.461595)"
148987,Hoorsenbuhs LLC,,2222 MAIN ST,SANTA MONICA,CA,90405,Jewelry,"2222 MAIN ST
SANTA MONICA, CA 90405
(34.005162, -118.486888)"
46693,Accents,,2900 MAIN ST,SANTA MONICA,CA,90405,Jewelry,"2900 MAIN ST
SANTA MONICA, CA 90405
(33.999451, -118.481014)"
102517,Barbara Noble,,715 MARINE ST,SANTA MONICA,CA,90405,Jewelry,"715 MARINE ST
SANTA MONICA, CA 90405-5632
(34.002533, -118.473335)"
214751,Love Adorned,Left Coast Love Inc,2923 MAIN ST,SANTA MONICA,CA,90405,Jewelry,"2923 MAIN ST
SANTA MONICA, CA 90405-5315
(33.998958, -118.480523)"
160301,Paula Rosen Jewelry,,3026 AIRPORT AVE #12,SANTA MONICA,CA,90405,Jewelry,"3026 AIRPORT AVE #12
SANTA MONICA, CA 90405-6111
(34.014116, -118.449643)"
